Time,Vehicle_Count,Queue_Length,Average_Speed,Average_Waiting_Time
13786,12,5,4.28,6.0
13787,12,5,4.46,6.42
13788,11,5,4.37,7.45
13789,11,5,3.95,7.91
13790,10,5,3.56,9.2
13791,10,5,3.21,9.7
13792,10,5,3.49,10.2
13793,11,5,3.94,9.73
13794,11,5,3.88,10.18
13795,11,5,3.98,10.64
13796,12,5,4.18,10.17
13797,12,5,4.58,10.58
13798,12,5,4.52,11.0
13799,13,5,4.84,10.54
13800,13,5,5.26,10.92
13801,14,5,5.83,10.5
13802,14,5,5.64,10.86
13803,13,5,5.22,12.08
13804,13,5,4.86,12.46
13805,13,5,5.23,12.85
13806,12,5,5.01,14.33
13807,12,5,4.38,14.75
13808,12,5,4.64,15.17
13809,12,5,4.11,15.58
13810,11,5,3.38,17.45
13811,11,5,3.55,17.91
13812,11,5,3.64,18.36
13813,10,5,3.03,20.7
13814,10,5,3.16,21.2
13815,11,5,3.34,19.73
13816,11,4,3.3,15.82
13817,11,3,2.48,11.82
13818,11,3,2.29,8.0
13819,11,3,2.09,4.27
13820,11,2,2.17,0.45
13821,12,3,2.3,0.67
13822,12,3,2.7,0.92
13823,12,4,3.07,1.25
13824,13,5,3.42,1.54
13825,13,6,3.93,2.0
13826,13,7,3.59,2.54
13827,12,7,3.21,3.33
13828,12,7,3.29,3.92
13829,13,7,3.69,4.15
13830,13,7,4.05,4.69
13831,13,7,3.62,5.23
13832,12,7,3.21,6.25
13833,12,7,3.34,6.83
13834,13,7,3.98,6.85
13835,12,7,3.36,8.0
13836,13,7,3.57,7.92
13837,13,7,3.79,8.46
13838,13,7,3.53,9.0
13839,13,7,3.59,9.54
13840,12,7,3.07,10.92
13841,12,7,3.49,11.5
13842,13,7,3.96,11.15
13843,12,7,3.75,12.67
13844,13,7,4.31,12.23
13845,12,7,3.65,13.83
13846,13,7,3.85,13.31
13847,12,7,3.28,15.0
13848,13,7,3.74,14.38
13849,13,7,3.91,14.92
13850,12,7,3.13,16.75
13851,13,7,3.56,16.0
13852,12,7,3.2,17.92
13853,13,7,3.45,17.08
13854,13,7,3.48,17.62
13855,12,7,2.72,19.67
13856,13,7,3.16,18.69
13857,12,7,2.57,20.83
13858,12,7,2.45,21.42
13859,13,8,2.33,20.38
13860,13,8,2.18,21.0
13861,14,6,2.36,14.14
13862,13,6,1.9,12.38
13863,12,5,1.57,10.33
13864,12,5,2.08,7.42
13865,12,5,2.89,4.5
13866,12,4,3.49,1.5
13867,11,5,3.2,2.09
13868,11,5,3.66,2.55
13869,12,5,4.07,2.75
13870,10,5,2.86,3.8
13871,10,5,3.19,4.3
13872,10,5,2.65,4.8
13873,10,5,3.0,5.3
13874,10,5,3.45,5.8
13875,10,5,3.27,6.3
13876,10,5,3.45,6.8
13877,9,5,2.8,8.11
13878,10,5,3.33,7.8
13879,10,5,3.8,8.3
13880,10,5,3.44,8.8
13881,10,5,3.47,9.3
13882,9,5,2.54,10.89
13883,10,5,3.05,10.3
13884,10,5,3.56,10.8
13885,9,5,2.91,12.56
13886,10,5,3.74,11.8
13887,9,5,3.35,13.67
13888,11,5,4.57,11.64
13889,10,5,3.77,13.3
13890,11,5,3.9,12.55
13891,11,5,4.22,13.0
13892,10,5,3.79,14.8
13893,12,5,4.8,12.75
13894,11,5,4.29,14.36
13895,12,5,4.53,13.58
13896,12,5,4.47,14.0
13897,12,5,4.61,14.42
13898,12,5,4.27,14.83
13899,11,5,4.01,16.64
13900,12,5,4.52,15.67
13901,11,5,3.81,17.55
13902,11,5,3.82,18.0
13903,11,5,3.06,18.45
13904,10,5,2.06,20.8
13905,10,5,2.01,21.3
13906,10,5,0.97,17.1
13907,10,4,1.07,13.0
13908,10,4,1.44,9.0
13909,11,3,1.47,4.45
13910,11,3,2.1,0.82
13911,11,4,2.58,1.18
13912,11,4,3.21,1.55
13913,12,5,3.5,1.83
13914,12,6,3.91,2.33
13915,11,6,3.33,3.09
13916,12,6,3.92,3.33
13917,12,6,4.26,3.83
13918,11,6,3.74,4.73
13919,11,6,3.34,5.27
13920,11,6,3.66,5.82
13921,12,6,3.89,5.83
13922,11,6,3.41,6.91
13923,12,6,3.71,6.83
13924,12,6,3.69,7.33
13925,11,6,3.29,8.55
13926,12,6,3.76,8.33
13927,12,6,4.13,8.83
13928,11,6,3.81,10.18
13929,12,6,3.93,9.83
13930,11,6,3.4,11.27
13931,12,6,3.92,10.83
13932,11,6,2.89,12.36
13933,11,6,2.97,12.91
13934,12,6,3.39,12.33
13935,12,6,3.77,12.83
13936,11,6,3.36,14.55
13937,12,6,3.86,13.83
13938,12,6,4.09,14.33
13939,12,6,3.69,14.83
13940,12,6,4.01,15.33
13941,11,6,3.48,17.27
13942,12,6,3.72,16.33
13943,11,6,2.83,18.36
13944,11,6,3.1,18.91
13945,12,6,3.81,17.83
13946,11,6,3.45,20.0
13947,12,6,3.84,18.83
13948,12,6,3.64,19.33
13949,12,6,3.43,19.83
13950,12,6,2.49,20.33
13951,11,5,2.08,18.55
13952,11,5,2.25,15.0
13953,12,4,2.16,10.5
13954,11,4,1.73,7.91
13955,11,4,2.27,4.45
13956,11,3,2.92,0.91
13957,10,4,2.51,1.4
13958,10,4,3.05,1.8
13959,11,5,3.97,2.09
13960,10,5,3.51,2.8
13961,9,5,3.02,3.67
13962,11,5,4.26,3.45
13963,11,5,4.35,3.91
13964,11,5,3.86,4.36
13965,11,5,4.04,4.82
13966,10,5,3.63,5.8
13967,11,5,4.17,5.73
13968,11,5,4.22,6.18
13969,10,5,3.68,7.3
13970,11,5,3.96,7.09
13971,11,5,4.31,7.55
13972,11,5,3.86,8.0
13973,10,5,3.2,9.3
13974,11,5,3.5,8.91
13975,10,5,3.27,10.3
13976,10,5,3.5,10.8
13977,10,5,3.34,11.3
13978,10,5,3.61,11.8
13979,9,5,2.59,13.67
13980,11,5,3.88,11.64
13981,11,5,4.25,12.09
13982,11,5,3.85,12.55
13983,11,5,3.96,13.0
13984,11,5,4.53,13.45
13985,12,5,4.85,12.75
13986,12,5,4.95,13.17
13987,13,5,5.12,12.54
13988,13,5,5.04,12.92
13989,13,5,4.53,13.31
13990,13,5,4.55,13.69
13991,12,5,4.41,15.25
13992,13,5,4.47,14.46
13993,12,5,4.09,16.08
13994,12,5,4.31,16.5
13995,13,5,4.36,15.62
13996,11,4,3.19,14.82
13997,11,3,3.52,11.18
13998,10,3,1.95,8.3
13999,10,2,2.4,4.3
14000,10,2,2.89,0.4
14001,11,3,3.07,0.64
14002,11,4,3.34,1.0
14003,12,4,4.15,1.25
14004,11,5,3.71,1.82
14005,11,5,4.03,2.27
14006,12,6,4.66,2.58
14007,11,6,4.27,3.36
14008,11,6,3.64,3.91
14009,11,6,3.86,4.45
14010,12,6,3.9,4.58
14011,11,6,3.18,5.55
14012,11,6,3.58,6.09
14013,12,6,3.97,6.08
14014,11,6,3.49,7.18
14015,11,6,3.55,7.73
14016,12,6,4.06,7.58
14017,11,6,3.54,8.82
14018,12,6,3.97,8.58
14019,11,6,3.34,9.91
14020,11,6,3.65,10.45
14021,12,6,3.65,10.08
14022,11,6,3.21,11.55
14023,12,6,3.55,11.08
14024,11,6,2.85,12.64
14025,11,6,2.96,13.18
14026,12,6,3.21,12.58
14027,12,6,3.48,13.08
14028,11,6,2.95,14.82
14029,12,6,3.27,14.08
14030,12,6,3.53,14.58
14031,11,6,3.12,16.45
14032,12,6,3.75,15.58
14033,12,6,4.1,16.08
14034,11,6,3.84,18.09
14035,12,6,4.41,17.08
14036,11,6,4.27,19.18
14037,12,6,4.67,18.08
14038,11,6,3.85,20.27
14039,12,6,4.11,19.08
14040,11,6,2.97,21.36
14041,12,5,2.72,16.42
14042,12,5,3.17,13.33
14043,11,4,2.42,11.09
14044,12,3,2.5,6.92
14045,12,3,3.08,3.75
14046,12,2,3.66,0.58
14047,10,3,2.69,1.0
14048,10,4,3.3,1.4
14049,9,5,2.86,2.11
14050,11,5,4.22,2.18
14051,10,5,3.74,2.9
14052,12,5,4.38,2.83
14053,12,5,4.62,3.25
14054,14,5,5.22,3.14
14055,13,5,5.11,3.77
14056,12,5,4.68,4.5
14057,13,5,4.69,4.54
14058,13,5,4.9,4.92
14059,14,5,5.25,4.93
14060,13,5,4.9,5.69
14061,13,5,4.82,6.08
14062,12,5,3.84,7.0
14063,12,5,4.33,7.42
14064,11,5,3.95,8.55
14065,11,5,3.42,9.0
14066,10,5,2.97,10.4
14067,11,5,3.52,9.91
14068,10,5,2.85,11.4
14069,10,5,3.13,11.9
14070,10,5,2.97,12.4
14071,10,5,3.49,12.9
14072,9,5,2.62,14.89
14073,10,5,2.95,13.9
14074,10,5,3.25,14.4
14075,9,5,2.61,16.56
14076,10,5,3.11,15.4
14077,10,5,3.59,15.9
14078,9,5,3.15,18.22
14079,10,5,3.64,16.9
14080,9,5,2.96,19.33
14081,10,5,3.28,17.9
14082,10,5,3.32,18.4
14083,11,5,3.25,17.18
14084,11,5,3.18,17.64
14085,12,6,2.89,16.67
14086,11,6,1.8,14.73
14087,11,5,1.38,11.36
14088,11,5,1.41,8.09
14089,12,5,1.56,4.42
14090,12,4,2.18,1.25
14091,12,5,2.55,1.67
14092,12,6,3.23,2.17
14093,13,7,3.72,2.54
14094,12,7,3.13,3.33
14095,12,7,3.37,3.92
14096,12,7,2.56,4.5
14097,12,7,2.96,5.08
14098,13,7,3.48,5.23
14099,13,7,3.42,5.77
14100,12,7,2.77,6.83
14101,13,7,3.3,6.85
14102,13,7,3.55,7.38
14103,12,7,3.28,8.58
14104,13,7,3.6,8.46
14105,12,7,3.16,9.75
14106,13,7,3.36,9.54
14107,13,7,3.6,10.08
14108,12,7,3.03,11.5
14109,13,7,3.58,11.15
14110,12,7,3.12,12.67
14111,12,7,3.19,13.25
14112,13,7,3.71,12.77
14113,13,7,3.86,13.31
14114,13,7,3.47,13.85
14115,13,7,3.88,14.38
14116,12,7,3.52,16.17
14117,13,7,3.74,15.46
14118,12,7,3.39,17.33
14119,13,7,3.79,16.54
14120,12,7,3.21,18.5
14121,12,7,3.64,19.08
14122,13,7,4.05,18.15
14123,12,7,3.4,20.25
14124,13,7,3.86,19.23
14125,12,7,3.35,21.42
14126,12,7,3.73,22.0
14127,13,7,4.15,20.85
14128,12,7,3.74,23.17
14129,13,7,3.67,21.92
14130,12,7,2.85,24.33
14131,13,5,2.99,16.15
14132,12,5,2.44,14.08
14133,12,4,2.85,10.67
14134,13,3,3.02,6.77
14135,12,3,2.91,4.0
14136,11,3,2.86,0.73
14137,11,3,3.36,1.0
14138,11,3,3.81,1.27
14139,10,4,3.55,1.8
14140,10,5,3.15,2.3
14141,10,5,3.39,2.8
14142,10,5,3.06,3.3
14143,10,5,3.15,3.8
14144,10,5,3.21,4.3
14145,10,5,3.0,4.8
14146,10,5,3.39,5.3
14147,9,5,2.89,6.44
14148,10,5,3.52,6.3
14149,10,5,3.75,6.8
14150,10,5,3.29,7.3
14151,10,5,3.46,7.8
14152,9,5,2.83,9.22
14153,10,5,3.28,8.8
14154,10,5,3.59,9.3
14155,9,5,2.7,10.89
14156,10,5,3.25,10.3
14157,9,5,2.75,12.0
14158,10,5,3.22,11.3
14159,10,5,3.37,11.8
14160,10,5,2.75,12.3
14161,10,5,2.55,12.8
14162,10,5,2.84,13.3
14163,11,5,3.62,12.55
14164,10,5,3.01,14.3
14165,10,5,3.19,14.8
14166,10,5,2.55,15.3
14167,10,5,3.19,15.8
14168,10,5,3.5,16.3
14169,10,5,3.03,16.8
14170,10,5,3.49,17.3
14171,10,5,3.08,17.8
14172,10,5,3.18,18.3
14173,9,5,2.22,20.89
14174,10,5,2.18,19.3
14175,10,5,2.2,19.8
14176,11,5,2.04,14.45
14177,10,4,1.33,12.1
14178,10,4,1.4,8.3
14179,10,3,1.91,4.6
14180,11,3,2.27,0.82
14181,11,3,2.75,1.09
14182,11,4,3.16,1.45
14183,12,5,3.61,1.75
14184,12,5,3.79,2.17
14185,11,6,3.56,2.91
14186,12,6,3.95,3.17
14187,11,6,3.58,4.0
14188,12,6,3.8,4.17
14189,12,6,3.7,4.67
14190,11,6,3.18,5.64
14191,12,6,3.74,5.67
14192,11,6,3.27,6.73
14193,11,6,3.66,7.27
14194,12,6,3.84,7.17
14195,12,6,4.15,7.67
14196,11,6,3.77,8.91
14197,12,6,4.25,8.67
14198,11,6,4.03,10.0
14199,12,6,4.22,9.67
14200,11,6,3.68,11.09
14201,12,6,4.23,10.67
14202,11,6,3.41,12.18
14203,11,6,3.47,12.73
14204,12,6,4.02,12.17
14205,11,6,3.79,13.82
14206,11,6,3.96,14.36
14207,11,6,3.49,14.91
14208,11,6,3.9,15.45
14209,12,6,4.16,14.67
14210,11,6,3.62,16.55
14211,11,6,3.79,17.09
14212,12,6,4.05,16.17
14213,11,6,3.75,18.18
14214,11,6,4.04,18.73
14215,11,6,3.85,19.27
14216,11,6,4.31,19.82
14217,12,6,4.76,18.67
14218,11,6,4.13,20.91
14219,12,6,4.53,19.67
14220,11,6,3.42,22.0
14221,12,5,3.16,16.83
14222,11,5,2.4,14.82
14223,11,4,2.64,11.27
14224,12,4,2.95,7.17
14225,11,3,2.33,4.27
14226,11,3,2.88,0.82
14227,10,3,2.41,1.2
14228,10,4,2.83,1.6
14229,10,5,3.66,2.1
14230,10,5,3.6,2.6
14231,10,5,3.77,3.1
14232,10,5,3.4,3.6
14233,10,5,3.41,4.1
14234,10,5,3.0,4.6
14235,10,5,3.31,5.1
14236,10,5,3.42,5.6
14237,10,5,3.45,6.1
14238,10,5,3.76,6.6
14239,9,5,2.99,7.89
14240,10,5,3.29,7.6
14241,10,5,3.7,8.1
14242,10,5,3.5,8.6
14243,10,5,3.45,9.1
14244,11,5,3.95,8.73
14245,10,5,3.18,10.1
14246,10,5,3.33,10.6
14247,10,5,3.02,11.1
14248,10,5,3.36,11.6
14249,9,5,2.71,13.44
14250,10,5,3.23,12.6
14251,10,5,3.66,13.1
14252,10,5,3.45,13.6
14253,10,5,3.76,14.1
14254,9,5,3.19,16.22
14255,10,5,3.55,15.1
14256,9,5,2.8,17.33
14257,10,5,3.21,16.1
14258,10,5,3.47,16.6
14259,9,5,2.69,19.0
14260,10,5,3.2,17.6
14261,10,5,3.59,18.1
14262,10,5,3.47,18.6
14263,10,5,3.49,19.1
14264,10,5,2.61,19.6
14265,10,5,2.25,20.1
14266,10,5,2.4,16.2
14267,10,4,1.25,12.3
14268,10,3,1.6,8.4
14269,10,3,1.71,4.6
14270,11,3,1.54,0.73
14271,11,4,2.36,1.09
14272,11,5,2.92,1.55
14273,12,6,3.7,1.92
14274,12,6,3.89,2.42
14275,12,6,4.06,2.92
14276,12,6,3.49,3.42
14277,12,6,3.94,3.92
14278,11,6,3.8,4.82
14279,11,6,3.57,5.36
14280,11,6,3.72,5.91
14281,12,6,3.86,5.92
14282,12,6,4.27,6.42
14283,12,6,3.53,6.92
14284,12,6,3.71,7.42
14285,11,6,3.13,8.64
14286,12,6,3.6,8.42
14287,11,6,2.94,9.73
14288,11,6,3.02,10.27
14289,12,6,3.63,9.92
14290,12,6,4.09,10.42
14291,11,6,3.79,11.91
14292,12,6,4.18,11.42
14293,11,6,3.71,13.0
14294,12,6,4.13,12.42
14295,11,6,3.32,14.09
14296,12,6,3.88,13.42
14297,12,6,3.93,13.92
14298,11,6,3.2,15.73
14299,12,6,3.79,14.92
14300,12,6,3.7,15.42
14301,11,6,3.09,17.36
14302,12,6,3.64,16.42
14303,11,6,3.42,18.45
14304,11,6,3.7,19.0
14305,12,6,3.73,17.92
14306,11,6,3.37,20.09
14307,11,6,3.67,20.64
14308,11,6,3.03,21.18
14309,11,6,2.99,21.73
14310,12,6,2.78,20.42
14311,11,6,1.99,18.73
14312,12,6,1.93,14.08
14313,12,5,2.0,10.92
14314,11,4,1.57,8.36
14315,11,4,2.11,4.82
14316,11,4,2.5,1.27
14317,10,4,2.15,1.8
14318,10,5,2.83,2.3
14319,10,5,3.34,2.8
14320,10,5,3.02,3.3
14321,10,5,3.46,3.8
14322,10,5,3.89,4.3
14323,10,5,3.33,4.8
14324,9,5,2.77,5.89
14325,10,5,3.05,5.8
14326,10,5,3.1,6.3
14327,10,5,3.25,6.8
14328,10,5,2.87,7.3
14329,10,5,3.14,7.8
14330,11,5,3.64,7.55
14331,10,5,2.93,8.8
14332,10,5,3.26,9.3
14333,11,5,3.75,8.91
14334,11,5,3.9,9.36
14335,11,5,4.05,9.82
14336,12,5,4.26,9.42
14337,12,5,4.78,9.83
14338,12,5,4.47,10.25
14339,12,5,4.67,10.67
14340,11,5,4.59,12.09
14341,12,5,5.42,11.5
14342,11,5,4.83,13.0
14343,12,5,4.75,12.33
14344,12,5,4.68,12.75
14345,13,5,4.57,12.15
14346,12,5,4.54,13.58
14347,12,5,4.77,14.0
14348,11,5,3.72,15.73
14349,10,5,3.51,17.8
14350,10,5,2.86,18.3
14351,10,5,3.26,18.8
14352,10,5,3.39,19.3
14353,10,5,2.84,19.8
14354,10,5,3.43,20.3
14355,10,5,2.51,20.8
14356,10,4,2.59,16.7
14357,10,4,2.09,12.6
14358,10,3,1.86,8.6
14359,10,3,2.26,4.6
14360,10,3,2.52,0.7
14361,11,3,3.01,0.91
14362,11,4,3.69,1.27
14363,12,4,4.07,1.5
14364,11,5,3.34,2.09
14365,12,6,3.64,2.42
14366,11,6,2.92,3.18
14367,11,6,3.16,3.73
14368,12,6,3.68,3.92
14369,12,6,4.08,4.42
14370,11,6,3.63,5.36
14371,12,6,3.84,5.42
14372,12,6,4.01,5.92
14373,12,6,3.58,6.42
14374,11,6,2.99,7.55
14375,11,6,3.19,8.09
14376,12,6,3.77,7.92
14377,12,6,4.14,8.42
14378,12,6,4.04,8.92
14379,12,6,4.01,9.42
14380,11,6,3.38,10.82
14381,12,6,3.78,10.42
14382,11,6,3.29,11.91
14383,11,6,3.47,12.45
14384,12,6,3.95,11.92
14385,12,6,4.27,12.42
14386,12,6,4.17,12.92
14387,11,6,3.28,14.64
14388,11,6,3.34,15.18
14389,12,6,3.9,14.42
14390,11,6,3.36,16.27
14391,12,6,3.63,15.42
14392,12,6,3.91,15.92
14393,11,6,3.5,17.91
14394,12,6,4.13,16.92
14395,11,6,3.52,19.0
14396,12,6,4.01,17.92
14397,12,6,4.22,18.42
14398,11,6,3.47,20.64
14399,12,6,3.87,19.42
14400,11,6,3.33,21.73
14401,12,6,3.21,16.75
14402,12,6,3.46,13.67
14403,12,5,2.38,10.5
14404,12,4,2.62,7.33
14405,11,4,2.05,4.64
14406,11,3,2.77,1.18
14407,10,4,2.5,1.7
14408,10,5,2.91,2.2
14409,9,5,2.1,3.0
14410,10,5,2.82,3.2
14411,10,5,3.13,3.7
14412,11,5,3.48,3.82
14413,10,5,2.61,4.7
14414,10,5,2.86,5.2
14415,10,5,3.38,5.7
14416,10,5,3.19,6.2
14417,10,5,3.66,6.7
14418,10,5,3.22,7.2
14419,10,5,3.41,7.7
14420,10,5,3.82,8.2
14421,10,5,3.49,8.7
14422,9,5,3.0,10.22
14423,9,5,3.22,10.78
14424,10,5,3.56,10.2
14425,9,5,3.07,11.89
14426,10,5,3.7,11.2
14427,9,5,3.13,13.0
14428,10,5,3.6,12.2
14429,10,5,3.69,12.7
14430,9,5,2.99,14.67
14431,10,5,3.58,13.7
14432,9,5,3.0,15.78
14433,10,5,3.34,14.7
14434,10,5,3.76,15.2
14435,9,5,3.09,17.44
14436,10,5,3.48,16.2
14437,9,5,2.92,18.56
14438,10,5,3.18,17.2
14439,10,5,3.53,17.7
14440,10,5,3.03,18.2
14441,10,5,3.44,18.7
14442,9,5,2.48,21.33
14443,10,5,2.87,19.7
14444,10,5,3.38,20.2
14445,9,5,2.43,23.0
14446,10,4,2.53,16.6
14447,10,4,2.56,12.5
14448,10,3,1.97,8.5
14449,10,2,2.35,4.5
14450,10,2,2.58,0.5
14451,10,2,3.05,0.7
14452,11,3,3.24,0.91
14453,12,3,3.85,1.08
14454,11,4,3.37,1.55
14455,11,4,3.76,1.91
14456,12,5,4.18,2.17
14457,11,6,3.84,2.91
14458,12,6,4.44,3.17
14459,11,6,3.66,4.0
14460,11,6,3.64,4.55
14461,12,6,4.14,4.67
14462,11,6,3.49,5.64
14463,12,6,3.88,5.67
14464,11,6,3.05,6.73
14465,11,6,3.15,7.27
14466,12,6,3.43,7.17
14467,12,6,3.87,7.67
14468,12,6,3.54,8.17
14469,12,6,3.9,8.67
14470,11,6,3.7,10.0
14471,11,6,4.12,10.55
14472,12,6,4.7,10.17
14473,11,6,3.95,11.64
14474,11,6,3.11,12.18
14475,11,6,3.52,12.73
14476,11,6,3.81,13.27
14477,11,6,3.24,13.82
14478,11,6,3.61,14.36
14479,12,6,3.86,13.67
14480,12,6,4.19,14.17
14481,11,6,3.85,16.0
14482,12,6,4.35,15.17
14483,11,6,3.76,17.09
14484,12,6,3.87,16.17
14485,11,6,3.45,18.18
14486,11,6,3.69,18.73
14487,12,6,4.26,17.67
14488,11,6,3.22,19.82
14489,12,7,3.02,18.75
14490,11,8,1.9,21.18
14491,12,7,1.79,16.33
14492,12,6,1.89,13.33
14493,11,6,1.23,11.36
14494,11,5,1.69,8.18
14495,11,5,2.46,5.09
14496,10,5,2.24,2.2
14497,10,5,2.84,2.7
14498,10,5,3.39,3.2
14499,10,5,3.35,3.7
14500,10,5,3.54,4.2
14501,9,5,2.82,5.22
14502,10,5,3.41,5.2
14503,10,5,3.73,5.7
14504,10,5,3.26,6.2
14505,10,5,3.32,6.7
14506,9,5,2.66,8.0
14507,10,5,3.29,7.7
14508,10,5,3.65,8.2
14509,10,5,3.14,8.7
14510,10,5,3.61,9.2
14511,9,5,3.05,10.78
14512,10,5,3.63,10.2
14513,9,5,3.01,11.89
14514,10,5,3.47,11.2
14515,10,5,3.56,11.7
14516,9,5,2.68,13.56
14517,10,5,3.4,12.7
14518,10,5,3.71,13.2
14519,10,5,3.23,13.7
14520,10,5,3.48,14.2
14521,11,5,3.79,13.36
14522,10,5,3.02,15.2
14523,10,5,3.04,15.7
14524,10,5,2.65,16.2
14525,10,5,2.92,16.7
14526,11,5,3.4,15.64
14527,10,5,2.56,17.7
14528,10,5,2.61,18.2
14529,10,5,3.02,18.7
14530,10,5,2.82,19.2
14531,10,5,3.13,19.7
14532,11,5,3.47,18.36
14533,10,5,2.9,20.7
14534,10,5,2.77,21.2
14535,10,5,2.44,21.7
14536,10,5,2.53,17.5
14537,10,4,2.64,13.2
14538,10,3,1.6,9.0
14539,10,3,1.96,4.9
14540,10,3,2.52,0.8
14541,11,4,2.59,1.09
14542,11,3,3.29,1.27
14543,12,4,3.63,1.5
14544,12,4,3.88,1.83
14545,12,5,3.81,2.25
14546,12,6,3.79,2.75
14547,11,6,3.21,3.55
14548,12,6,3.77,3.75
14549,12,6,4.21,4.25
14550,11,6,3.76,5.18
14551,12,6,4.22,5.25
14552,11,6,3.59,6.27
14553,11,6,3.75,6.82
14554,11,6,3.53,7.36
14555,11,6,4.05,7.91
14556,12,6,4.53,7.75
14557,11,6,3.7,9.0
14558,12,6,3.62,8.75
14559,12,6,3.68,9.25
14560,11,6,3.22,10.64
14561,12,6,3.46,10.25
14562,11,6,3.09,11.73
14563,11,6,3.38,12.27
14564,12,6,3.68,11.75
14565,12,6,4.06,12.25
14566,12,6,3.49,12.75
14567,12,6,3.69,13.25
14568,11,6,3.2,15.0
14569,12,6,3.54,14.25
14570,12,6,3.99,14.75
14571,11,6,3.74,16.64
14572,12,6,4.12,15.75
14573,12,6,4.09,16.25
14574,12,6,3.83,16.75
14575,11,6,3.4,18.82
14576,11,6,3.65,19.36
14577,12,6,3.82,18.25
14578,11,6,3.23,20.45
14579,12,7,2.94,19.33
14580,11,7,1.8,21.73
14581,11,6,1.69,18.18
14582,12,6,1.63,13.58
14583,12,5,1.82,10.42
14584,11,5,1.61,8.09
14585,11,4,2.2,4.82
14586,11,4,2.86,1.55
14587,10,5,2.59,2.2
14588,10,5,3.22,2.7
14589,10,5,3.11,3.2
14590,10,5,3.37,3.7
14591,9,5,2.49,4.67
14592,10,5,3.11,4.7
14593,10,5,3.39,5.2
14594,9,5,3.03,6.33
14595,10,5,3.57,6.2
14596,10,5,3.85,6.7
14597,10,5,3.23,7.2
14598,10,5,3.38,7.7
14599,9,5,3.0,9.11
14600,10,5,3.53,8.7
14601,9,5,2.94,10.22
14602,9,5,3.2,10.78
14603,10,5,3.84,10.2
14604,9,5,3.37,11.89
14605,10,5,3.9,11.2
14606,10,5,4.2,11.7
14607,10,5,3.73,12.2
14608,10,5,3.93,12.7
14609,10,5,3.36,13.2
14610,10,5,3.32,13.7
14611,10,5,2.8,14.2
14612,10,5,3.04,14.7
14613,10,5,3.27,15.2
14614,10,5,3.01,15.7
14615,10,5,3.47,16.2
14616,9,5,3.16,18.56
14617,10,5,3.6,17.2
14618,9,5,2.9,19.67
14619,10,5,3.35,18.2
14620,10,5,3.42,18.7
14621,10,5,3.76,19.2
14622,10,5,3.61,19.7
14623,9,5,2.74,22.44
14624,10,5,2.47,20.7
14625,10,5,2.37,21.2
14626,10,5,1.44,17.0
14627,10,4,1.46,12.9
14628,10,4,1.31,8.9
14629,12,4,2.43,4.17
14630,12,3,2.76,0.83
14631,13,4,3.86,1.08
14632,13,5,4.2,1.46
14633,13,6,4.37,1.92
14634,13,6,3.64,2.38
14635,13,6,3.76,2.85
14636,14,7,3.75,3.14
14637,13,7,3.01,3.92
14638,14,8,3.31,4.21
14639,14,8,3.57,4.79
14640,13,8,3.09,5.77
14641,14,8,3.29,5.93
14642,13,8,2.84,7.0
14643,14,8,3.47,7.07
14644,13,8,2.57,8.23
14645,13,8,2.78,8.85
14646,14,8,3.02,8.79
14647,14,8,3.47,9.36
14648,13,8,3.08,10.69
14649,14,8,3.6,10.5
14650,13,8,3.22,11.92
14651,14,8,3.48,11.64
14652,13,8,2.9,13.15
14653,13,8,3.1,13.77
14654,14,8,3.57,13.36
14655,13,8,3.15,15.0
14656,14,8,3.56,14.5
14657,14,8,3.78,15.07
14658,13,8,3.28,16.85
14659,14,8,3.68,16.21
14660,13,8,3.21,18.08
14661,14,8,3.68,17.36
14662,13,8,3.17,19.31
14663,14,8,3.46,18.5
14664,14,8,3.56,19.07
14665,13,8,3.02,21.15
14666,14,8,3.38,20.21
14667,13,8,2.79,22.38
14668,13,8,3.1,23.0
14669,14,8,3.13,21.93
14670,13,8,2.66,24.23
14671,14,7,2.65,17.29
14672,14,5,3.1,12.07
14673,13,4,2.87,9.92
14674,14,4,3.12,6.43
14675,13,3,2.97,3.85
14676,13,3,3.64,0.77
14677,12,4,3.63,1.17
14678,12,5,4.11,1.58
14679,12,5,4.4,2.0
14680,11,5,3.53,2.64
14681,11,5,3.75,3.09
14682,9,5,2.17,4.33
14683,10,5,2.65,4.4
14684,10,5,2.92,4.9
14685,10,5,3.0,5.4
14686,10,5,2.81,5.9
14687,10,5,3.03,6.4
14688,10,5,2.28,6.9
14689,10,5,2.35,7.4
14690,10,5,2.65,7.9
14691,11,5,3.24,7.64
14692,10,5,2.73,8.9
14693,10,5,2.8,9.4
14694,10,5,2.6,9.9
14695,10,5,2.99,10.4
14696,10,5,3.26,10.9
14697,9,5,2.76,12.67
14698,10,5,3.39,11.9
14699,9,5,3.03,13.78
14700,10,5,3.81,12.9
14701,10,5,3.95,13.4
14702,10,5,3.37,13.9
14703,10,5,3.58,14.4
14704,9,5,3.1,16.56
14705,10,5,3.43,15.4
14706,9,5,2.76,17.67
14707,10,5,3.13,16.4
14708,10,5,3.31,16.9
14709,9,5,2.56,19.33
14710,10,5,3.23,17.9
14711,10,5,3.64,18.4
14712,9,5,2.96,21.0
14713,10,5,3.4,19.4
14714,9,5,2.68,22.11
14715,10,5,2.53,20.4
