Time,Simulation_Step,Vehicle_Count,Queue_Length,Halting_Vehicles,Traffic_Density,Lane_Occupancy,Average_Speed,Maximum_Speed,Minimum_Speed,Average_Acceleration,Average_Waiting_Time,Maximum_Waiting_Time,Current_TLS_Phase,Remaining_Green_Time,North_Count,South_Count,East_Count,West_Count,Car_Count,Bus_Count,Truck_Count,Motorcycle_Count,Emergency_Vehicle_Count,Total_CO2_Emission,Total_Fuel_Consumption,Total_NOx_Emission,Total_PMx_Emission,Average_Travel_Time,Average_Delay,Intersection_Throughput,Congestion_Level,Recommended_Green_Time
11774,11774,18,9,9,48.57,0.23,4.23,11.71,0.0,0.01,12.11,29.0,2,13.0,4,1,0,0,18,0,0,0,0,27364.65,8871.38,10.13,1.3,15.0,15.74,1,2,50
11775,11775,19,9,9,51.27,0.25,4.41,11.21,0.0,0.1,11.95,30.0,2,12.0,5,2,0,0,19,0,0,0,0,31972.88,10365.29,11.55,1.55,0.0,15.54,0,2,50
11776,11776,19,9,9,51.27,0.25,4.5,11.36,0.0,0.17,12.42,31.0,2,11.0,4,1,0,0,19,0,0,0,0,40475.91,13121.81,14.17,1.81,8.0,16.14,1,2,50
11777,11777,19,9,9,51.27,0.25,4.37,13.4,0.0,0.2,12.89,32.0,2,10.0,5,2,0,0,19,0,0,0,0,44983.88,14583.23,15.96,2.09,16.0,16.48,1,2,50
11778,11778,19,9,9,51.27,0.25,4.61,13.91,0.0,0.21,13.37,33.0,2,9.0,5,1,0,0,19,0,0,0,0,44008.02,14266.87,15.5,2.2,8.0,17.12,1,2,50
11779,11779,18,9,9,48.57,0.25,4.61,13.66,0.0,0.52,14.61,34.0,2,8.0,4,2,0,0,18,0,0,0,0,54111.89,17542.37,18.89,2.47,15.0,18.36,1,2,50
11780,11780,19,9,9,51.27,0.24,4.66,13.39,0.0,0.2,14.32,35.0,2,7.0,5,1,0,0,19,0,0,0,0,43081.93,13966.67,15.63,2.2,8.0,17.9,1,2,50
11781,11781,19,9,9,51.27,0.27,4.83,12.95,0.0,0.17,14.79,36.0,2,6.0,5,2,0,0,19,0,0,0,0,39329.88,12750.34,14.5,2.18,0.0,18.55,0,2,50
11782,11782,18,9,9,48.57,0.23,4.61,13.04,0.0,0.25,16.11,37.0,2,5.0,4,1,0,0,18,0,0,0,0,37271.98,12083.16,13.43,1.7,11.5,19.86,2,2,50
11783,11783,18,9,9,48.57,0.24,4.32,12.77,0.0,0.14,16.61,38.0,2,4.0,4,1,0,0,18,0,0,0,0,35691.18,11570.71,13.0,1.74,7.0,20.39,1,2,50
11784,11784,18,9,9,48.57,0.24,4.68,13.83,0.0,0.37,17.11,39.0,2,3.0,4,1,0,0,18,0,0,0,0,49222.37,15957.28,17.45,2.62,15.0,20.74,1,2,50
11785,11785,17,9,9,45.87,0.22,4.1,12.58,0.0,-0.04,18.65,40.0,2,2.0,3,1,0,0,17,0,0,0,0,23862.1,7735.83,8.36,0.41,7.0,22.51,1,2,50
11786,11786,19,9,9,51.27,0.25,4.83,12.94,0.0,0.29,17.16,41.0,2,1.0,5,2,0,0,19,0,0,0,0,42961.28,13927.58,15.33,2.6,0.0,20.73,0,2,50
11787,11787,17,9,9,45.87,0.23,4.15,12.01,0.0,0.23,19.71,42.0,2,0.0,4,1,0,0,17,0,0,0,0,36452.52,11817.5,12.86,1.65,11.0,23.5,2,2,50
11788,11788,18,9,9,48.57,0.23,4.82,12.38,0.0,0.24,19.11,43.0,3,0.0,4,1,0,0,18,0,0,0,0,42232.42,13691.29,15.14,2.49,0.0,22.8,0,2,50
11789,11789,18,9,9,48.57,0.25,4.24,12.09,0.0,-0.2,19.61,44.0,3,0.0,5,1,0,0,18,0,0,0,0,31911.94,10345.55,11.82,1.62,7.0,23.42,1,2,50
11790,11790,18,9,9,48.57,0.26,3.29,11.63,0.0,-0.58,20.11,45.0,3,0.0,6,1,0,0,18,0,0,0,0,30309.21,9825.92,10.75,1.0,15.0,23.83,1,2,50
11791,11791,19,7,7,51.27,0.27,3.19,13.04,0.0,-0.06,14.79,44.0,0,41.0,7,1,0,0,19,0,0,0,0,42478.31,13770.87,14.93,1.6,0.0,23.29,0,2,50
11792,11792,18,6,6,48.57,0.24,2.26,11.59,0.0,0.11,11.33,43.0,0,40.0,8,0,0,0,18,0,0,0,0,35675.05,11565.29,11.43,0.9,11.5,25.0,2,2,50
11793,11793,18,6,6,48.57,0.23,2.44,12.37,0.0,0.18,7.11,43.0,0,39.0,8,0,0,0,18,0,0,0,0,38736.75,12557.88,12.39,1.11,0.0,25.79,0,2,50
11794,11794,19,6,6,51.27,0.27,2.69,13.24,0.0,0.36,4.79,42.0,0,38.0,9,1,0,0,19,0,0,0,0,42833.29,13885.95,14.0,1.37,0.0,25.16,0,1,35
11795,11795,19,6,6,51.27,0.26,2.49,10.27,0.0,0.47,2.89,42.0,0,37.0,10,1,0,0,19,0,0,0,0,47551.63,15415.52,15.15,1.33,15.0,25.62,1,2,50
11796,11796,19,6,6,51.27,0.27,3.08,10.7,0.0,0.59,1.0,5.0,0,36.0,10,2,0,0,19,0,0,0,0,50946.0,16515.94,16.33,1.8,0.0,26.39,0,1,35
11797,11797,19,7,7,51.27,0.26,3.58,11.63,0.0,0.5,1.37,6.0,0,35.0,10,2,0,0,19,0,0,0,0,49959.01,16196.04,16.82,2.02,0.0,27.09,0,1,35
11798,11798,18,8,8,48.57,0.25,3.33,11.76,0.0,0.16,1.89,7.0,0,34.0,10,1,0,0,18,0,0,0,0,35133.95,11390.02,12.37,1.3,62.0,26.36,1,2,50
11799,11799,19,9,9,51.27,0.27,3.64,12.87,0.0,0.24,2.26,8.0,0,33.0,10,2,0,0,19,0,0,0,0,40846.59,13242.03,14.84,1.71,0.0,25.68,0,2,50
11800,11800,17,10,10,45.87,0.24,2.75,11.78,0.0,-0.04,3.12,9.0,0,32.0,10,1,0,0,17,0,0,0,0,24802.23,8040.65,9.04,0.49,60.5,23.4,2,2,50
11801,11801,17,10,10,45.87,0.24,2.91,12.0,0.0,0.17,3.71,10.0,0,31.0,10,2,0,0,17,0,0,0,0,36078.3,11696.16,12.58,1.14,0.0,24.19,0,2,50
11802,11802,18,10,10,48.57,0.27,3.39,13.46,0.0,0.32,4.06,11.0,0,30.0,10,2,0,0,18,0,0,0,0,42213.84,13685.24,14.88,1.8,57.0,20.88,1,2,50
11803,11803,17,10,10,45.87,0.24,3.22,14.07,0.0,0.19,4.88,12.0,0,29.0,10,1,0,0,17,0,0,0,0,34865.57,11303.04,12.7,1.25,62.0,19.7,1,2,50
11804,11804,17,10,10,45.87,0.26,3.51,13.17,0.0,0.34,5.47,13.0,0,28.0,10,2,0,0,17,0,0,0,0,40052.19,12984.48,14.3,1.84,57.0,17.65,1,2,50
11805,11805,16,10,10,43.17,0.24,3.22,12.75,0.0,0.16,6.44,14.0,0,27.0,10,1,0,0,16,0,0,0,0,28958.35,9387.98,10.13,0.65,62.0,16.03,1,2,50
11806,11806,18,10,10,48.57,0.25,4.17,13.44,0.0,0.21,6.28,15.0,0,26.0,10,2,0,0,18,0,0,0,0,38955.11,12628.84,14.03,2.1,0.0,14.92,0,2,50
11807,11807,18,10,10,48.57,0.27,4.4,13.71,0.0,0.23,6.83,16.0,0,25.0,10,2,0,0,18,0,0,0,0,41036.33,13303.51,14.52,1.92,0.0,15.58,0,2,50
11808,11808,19,10,10,51.27,0.26,4.73,13.29,0.0,0.12,7.0,17.0,0,24.0,10,1,0,0,19,0,0,0,0,37044.65,12009.53,13.78,2.1,63.0,12.46,1,2,50
11809,11809,18,10,10,48.57,0.26,4.44,13.35,0.0,0.08,7.94,18.0,0,23.0,10,1,0,0,18,0,0,0,0,31173.12,10106.06,11.57,1.77,60.0,10.84,1,2,50
11810,11810,19,10,10,51.27,0.25,4.99,14.23,0.0,0.1,8.05,19.0,0,22.0,10,1,0,0,19,0,0,0,0,37575.89,12181.74,13.73,2.31,0.0,10.88,0,2,50
11811,11811,20,10,10,53.96,0.28,5.17,13.78,0.0,0.08,8.15,20.0,0,21.0,10,2,0,0,20,0,0,0,0,41181.06,13350.46,14.99,2.23,0.0,10.94,0,1,35
11812,11812,18,10,10,48.57,0.24,4.37,13.45,0.0,-0.08,9.61,21.0,0,20.0,10,1,0,0,18,0,0,0,0,32362.45,10491.57,11.76,1.35,11.5,12.44,2,2,50
11813,11813,20,10,10,53.96,0.27,5.02,13.58,0.0,0.15,9.15,22.0,0,19.0,10,1,0,0,20,0,0,0,0,40733.97,13205.53,15.03,2.4,0.0,11.78,0,1,35
11814,11814,19,10,10,51.27,0.27,4.73,13.66,0.0,0.16,10.16,23.0,0,18.0,10,2,0,0,19,0,0,0,0,43478.74,14095.33,15.77,2.3,10.0,13.02,1,2,50
11815,11815,20,10,10,53.96,0.28,4.65,13.31,0.0,-0.08,10.15,24.0,0,17.0,10,1,0,0,20,0,0,0,0,31364.13,10167.98,11.64,1.63,13.0,12.69,1,2,50
11816,11816,19,10,10,51.27,0.27,4.31,13.1,0.0,0.12,11.21,25.0,0,16.0,10,2,0,0,19,0,0,0,0,34243.84,11101.49,12.28,1.48,10.0,14.0,1,2,50
11817,11817,19,10,10,51.27,0.26,4.55,13.39,0.0,0.24,11.74,26.0,0,15.0,10,1,0,0,19,0,0,0,0,42573.59,13801.87,14.9,2.17,11.0,14.41,1,2,50
11818,11818,19,10,10,51.27,0.26,4.15,12.5,0.0,0.01,12.26,27.0,0,14.0,10,1,0,0,19,0,0,0,0,34042.07,11036.09,12.25,1.39,10.0,15.02,1,2,50
11819,11819,20,10,10,53.96,0.28,4.89,13.09,0.0,0.3,12.15,28.0,0,13.0,10,2,0,0,20,0,0,0,0,48831.74,15830.66,17.42,2.47,0.0,14.9,0,2,50
11820,11820,18,10,10,48.57,0.25,4.12,12.69,0.0,0.09,14.06,29.0,0,12.0,10,1,0,0,18,0,0,0,0,33999.29,11022.22,12.17,1.44,11.0,16.94,2,2,50
11821,11821,20,10,10,53.96,0.26,4.46,12.14,0.0,-0.1,13.15,30.0,0,11.0,10,1,0,0,20,0,0,0,0,33569.57,10882.95,12.51,1.87,0.0,15.85,0,2,50
11822,11822,19,10,10,51.27,0.26,4.39,13.13,0.0,0.2,14.37,31.0,0,10.0,10,1,0,0,19,0,0,0,0,43235.63,14016.53,15.72,2.43,11.0,17.13,1,2,50
11823,11823,21,10,10,56.66,0.28,5.08,13.78,0.0,0.17,13.48,32.0,0,9.0,10,1,0,0,21,0,0,0,0,41257.72,13375.37,15.07,2.76,0.0,16.07,0,2,50
11824,11824,20,10,10,53.96,0.27,4.76,13.62,0.0,-0.01,14.65,33.0,0,8.0,10,1,0,0,20,0,0,0,0,31080.0,10075.85,11.39,1.42,11.0,17.48,1,2,50
11825,11825,22,10,10,59.36,0.31,5.15,12.94,0.0,-0.01,13.77,34.0,0,7.0,10,2,0,0,22,0,0,0,0,43683.06,14161.59,16.1,2.29,0.0,16.47,0,2,50
11826,11826,20,10,10,53.96,0.28,4.52,13.55,0.0,0.08,15.65,35.0,0,6.0,10,1,0,0,20,0,0,0,0,44759.47,14510.53,16.38,2.37,12.0,18.49,2,2,50
11827,11827,21,10,10,56.66,0.28,5.02,13.59,0.0,0.08,15.38,36.0,0,5.0,10,2,0,0,21,0,0,0,0,46855.11,15189.91,16.75,2.8,0.0,18.24,0,2,50
11828,11828,20,10,10,53.96,0.29,4.55,13.43,0.0,0.15,16.65,37.0,0,4.0,10,1,0,0,20,0,0,0,0,37845.74,12269.19,13.73,1.63,12.0,19.41,2,2,50
11829,11829,20,10,10,53.96,0.26,4.78,13.63,0.0,0.31,17.15,38.0,0,3.0,10,1,0,0,20,0,0,0,0,45889.44,14876.85,16.35,2.53,10.0,19.99,1,2,50
11830,11830,20,10,10,53.96,0.29,4.89,13.44,0.0,0.11,17.65,39.0,0,2.0,10,2,0,0,20,0,0,0,0,36609.82,11868.5,13.25,1.62,0.0,20.62,0,2,50
11831,11831,19,10,10,51.27,0.25,4.18,13.39,0.0,0.07,19.11,40.0,0,1.0,10,1,0,0,19,0,0,0,0,37052.31,12011.99,13.4,2.08,11.5,22.0,2,2,50
11832,11832,19,10,10,51.27,0.26,4.32,13.46,0.0,0.14,19.63,41.0,0,0.0,10,2,0,0,19,0,0,0,0,35993.13,11668.58,12.81,1.45,0.0,22.67,0,2,50
11833,11833,17,10,10,45.87,0.24,3.55,13.6,0.0,0.09,22.53,42.0,1,0.0,10,1,0,0,17,0,0,0,0,33422.71,10835.31,12.1,1.69,11.0,25.74,2,2,50
11834,11834,18,10,10,48.57,0.25,3.35,13.28,0.0,-0.21,21.83,43.0,1,0.0,10,1,0,0,18,0,0,0,0,26321.15,8533.09,9.79,0.95,0.0,25.02,0,2,50
11835,11835,17,11,11,45.87,0.25,2.73,13.12,0.0,-0.04,23.76,44.0,1,0.0,10,1,0,0,17,0,0,0,0,34235.26,11098.74,12.53,1.29,10.0,27.28,1,2,50
11836,11836,18,9,9,48.57,0.25,2.64,12.85,0.0,-0.04,18.11,44.0,2,41.0,8,0,0,0,18,0,0,0,0,27863.61,9033.12,10.18,0.98,13.0,26.17,1,2,50
11837,11837,17,8,8,45.87,0.22,2.28,10.42,0.0,0.23,14.59,44.0,2,40.0,8,0,0,0,17,0,0,0,0,31083.19,10076.7,10.03,0.67,10.0,28.48,1,2,50
11838,11838,18,6,6,48.57,0.24,2.98,10.2,0.0,0.26,9.39,43.0,2,39.0,8,0,0,0,18,0,0,0,0,36966.99,11984.16,12.48,1.43,0.0,27.64,0,1,35
11839,11839,19,5,5,51.27,0.26,3.37,10.58,0.0,0.54,4.74,41.0,2,38.0,7,1,0,0,19,0,0,0,0,47036.62,15248.56,14.95,1.85,0.0,26.84,0,1,35
11840,11840,20,3,3,53.96,0.26,4.13,10.83,0.0,0.5,0.6,6.0,2,37.0,6,1,0,0,20,0,0,0,0,53977.86,17498.79,17.18,2.31,0.0,26.13,0,1,35
11841,11841,20,4,4,53.96,0.27,4.34,11.33,0.0,0.4,0.8,7.0,2,36.0,6,1,0,0,20,0,0,0,0,57706.82,18707.64,18.26,2.32,12.0,26.74,1,1,35
11842,11842,19,5,5,51.27,0.24,4.24,12.74,0.0,0.27,1.11,8.0,2,35.0,4,1,0,0,19,0,0,0,0,48076.09,15585.61,15.94,1.87,56.0,26.23,1,1,35
11843,11843,21,7,7,56.66,0.27,4.46,13.52,0.0,0.22,1.33,9.0,2,34.0,5,2,0,0,21,0,0,0,0,54300.0,17603.37,18.39,2.73,0.0,24.34,0,1,35
11844,11844,20,7,7,53.96,0.26,3.94,11.21,0.0,0.15,1.75,10.0,2,33.0,4,1,0,0,20,0,0,0,0,52549.36,17035.81,18.21,2.27,58.5,21.12,2,1,35
11845,11845,21,8,8,56.66,0.28,4.35,13.53,0.0,0.34,2.05,11.0,2,32.0,5,2,0,0,21,0,0,0,0,59529.78,19298.75,20.9,2.61,0.0,20.76,0,2,50
11846,11846,22,8,8,59.36,0.28,4.22,13.74,0.0,0.16,2.32,12.0,2,31.0,5,1,0,0,22,0,0,0,0,53786.82,17437.08,20.28,2.75,56.0,18.2,1,2,50
11847,11847,21,8,8,56.66,0.3,3.97,14.77,0.0,0.15,2.81,13.0,2,30.0,4,2,0,0,21,0,0,0,0,46170.59,14967.96,16.62,2.11,61.0,17.3,1,2,50
11848,11848,22,9,9,59.36,0.28,4.21,14.57,0.0,0.35,3.09,14.0,2,29.0,5,1,0,0,22,0,0,0,0,57113.08,18515.43,20.84,2.97,56.0,14.89,1,2,50
11849,11849,20,10,10,53.96,0.28,3.39,14.46,0.0,0.2,3.9,15.0,2,28.0,5,1,0,0,20,0,0,0,0,41722.08,13525.88,15.47,1.86,57.0,12.1,2,2,50
11850,11850,21,10,10,56.66,0.27,3.96,14.02,0.0,0.25,4.19,16.0,2,27.0,4,1,0,0,21,0,0,0,0,47809.0,15499.14,17.31,2.09,0.0,12.21,0,2,50
11851,11851,21,12,12,56.66,0.28,3.71,14.3,0.0,0.13,4.76,17.0,2,26.0,4,1,0,0,21,0,0,0,0,38013.44,12323.58,13.65,1.52,7.0,12.84,1,2,50
11852,11852,22,11,11,59.36,0.29,4.18,13.98,0.0,0.2,5.0,18.0,2,25.0,4,1,0,0,22,0,0,0,0,45328.8,14695.11,16.15,1.96,0.0,12.9,0,2,50
11853,11853,21,12,12,56.66,0.28,3.53,12.54,0.0,0.11,5.81,19.0,2,24.0,5,1,0,0,21,0,0,0,0,43063.18,13960.64,15.81,1.78,34.5,11.71,2,2,50
11854,11854,22,12,12,59.36,0.29,3.87,12.65,0.0,0.05,6.09,20.0,2,23.0,5,1,0,0,22,0,0,0,0,38454.59,12466.62,14.4,1.84,0.0,11.87,0,2,50
11855,11855,21,12,12,56.66,0.27,3.61,13.02,0.0,0.12,6.95,21.0,2,22.0,4,0,0,0,21,0,0,0,0,37996.47,12318.11,13.99,1.82,7.0,13.14,1,2,50
11856,11856,22,12,12,59.36,0.28,3.72,12.35,0.0,0.16,7.18,22.0,2,21.0,5,1,0,0,22,0,0,0,0,40584.47,13157.1,14.74,1.96,62.0,10.84,1,2,50
11857,11857,21,12,12,56.66,0.28,3.49,11.22,0.0,0.18,8.1,23.0,2,20.0,5,2,0,0,21,0,0,0,0,42204.64,13682.31,15.17,1.64,14.0,11.76,1,2,50
11858,11858,22,12,12,59.36,0.29,3.97,10.69,0.0,0.16,8.27,24.0,2,19.0,4,2,0,0,22,0,0,0,0,44192.64,14326.78,15.65,1.89,0.0,11.89,0,2,50
11859,11859,22,12,12,59.36,0.29,3.83,11.14,0.0,0.06,8.82,25.0,2,18.0,5,2,0,0,22,0,0,0,0,41678.58,13511.77,15.01,1.81,9.0,12.57,1,2,50
11860,11860,23,12,12,62.06,0.3,4.36,11.99,0.0,0.31,8.96,26.0,2,17.0,4,2,0,0,23,0,0,0,0,55799.55,18089.54,19.66,2.47,0.0,12.67,0,2,50
11861,11861,21,12,12,56.66,0.28,3.78,12.3,0.0,0.13,10.38,27.0,2,16.0,4,2,0,0,21,0,0,0,0,43895.4,14230.43,15.95,2.01,12.5,14.21,2,2,50
11862,11862,22,12,12,59.36,0.29,4.17,14.59,0.0,0.39,10.45,28.0,2,15.0,5,1,0,0,22,0,0,0,0,59317.8,19230.14,21.62,2.89,8.0,14.14,1,2,50
11863,11863,21,12,12,56.66,0.29,4.01,12.86,0.0,0.33,11.52,29.0,2,14.0,4,2,0,0,21,0,0,0,0,49012.67,15889.37,17.5,2.3,15.0,15.2,1,2,50
11864,11864,22,12,12,59.36,0.28,4.19,12.91,0.0,0.18,11.55,30.0,2,13.0,5,1,0,0,22,0,0,0,0,46344.83,15024.51,16.81,2.28,8.0,15.11,1,2,50
11865,11865,22,12,12,59.36,0.31,4.42,13.7,0.0,0.24,12.09,31.0,2,12.0,5,2,0,0,22,0,0,0,0,50424.27,16346.96,18.3,2.33,0.0,15.78,0,2,50
11866,11866,21,12,12,56.66,0.27,4.16,12.87,0.0,0.2,13.24,32.0,2,11.0,4,1,0,0,21,0,0,0,0,45575.01,14774.94,16.59,2.22,11.5,16.9,2,2,50
11867,11867,22,12,12,59.36,0.31,4.4,13.19,0.0,0.18,13.18,33.0,2,10.0,4,2,0,0,22,0,0,0,0,47893.17,15526.46,17.52,2.51,0.0,16.78,0,2,50
11868,11868,21,12,12,56.66,0.27,4.26,14.18,0.0,0.3,14.38,34.0,2,9.0,4,1,0,0,21,0,0,0,0,49907.98,16179.62,18.15,2.47,11.5,17.94,2,2,50
11869,11869,20,12,12,53.96,0.26,4.04,13.62,0.0,0.17,15.7,35.0,2,8.0,3,1,0,0,20,0,0,0,0,41033.96,13302.77,14.93,1.62,7.0,19.47,1,2,50
11870,11870,21,12,12,56.66,0.28,4.23,12.76,0.0,0.11,15.52,36.0,2,7.0,4,2,0,0,21,0,0,0,0,40008.44,12970.37,14.94,2.12,14.0,18.91,1,2,50
11871,11871,20,12,12,53.96,0.25,3.92,12.89,0.0,0.11,16.9,37.0,2,6.0,3,1,0,0,20,0,0,0,0,37717.43,12227.62,13.73,1.69,7.0,20.53,1,2,50
11872,11872,22,12,12,59.36,0.3,4.33,13.14,0.0,-0.03,15.91,38.0,2,5.0,5,2,0,0,22,0,0,0,0,38468.96,12471.27,14.19,1.62,0.0,19.32,0,2,50
11873,11873,20,12,12,53.96,0.27,3.74,12.08,0.0,0.2,18.1,39.0,2,4.0,3,1,0,0,20,0,0,0,0,41174.79,13348.44,14.88,1.76,10.5,21.69,2,2,50
11874,11874,21,12,12,56.66,0.27,4.37,14.59,0.0,0.27,17.81,40.0,2,3.0,4,1,0,0,21,0,0,0,0,51882.48,16819.72,19.06,2.78,0.0,21.31,0,2,50
11875,11875,21,12,12,56.66,0.29,4.07,13.63,0.0,0.11,18.38,41.0,2,2.0,4,1,0,0,21,0,0,0,0,42215.74,13685.93,15.66,2.27,7.0,21.95,1,2,50
11876,11876,21,12,12,56.66,0.27,4.09,13.71,0.0,0.13,18.95,42.0,2,1.0,4,1,0,0,21,0,0,0,0,39338.75,12753.23,14.35,1.75,14.0,22.4,1,2,50
11877,11877,21,12,12,56.66,0.28,4.07,14.8,0.0,0.21,19.52,43.0,2,0.0,4,1,0,0,21,0,0,0,0,46674.91,15131.53,17.18,2.44,7.0,23.06,1,2,50
11878,11878,21,12,12,56.66,0.28,3.87,11.58,0.0,-0.04,20.1,44.0,3,0.0,5,1,0,0,21,0,0,0,0,40718.05,13200.38,14.84,1.76,14.0,23.53,1,2,50
11879,11879,22,12,12,59.36,0.32,3.54,13.28,0.0,-0.3,19.73,45.0,3,0.0,6,2,0,0,22,0,0,0,0,40814.98,13231.87,15.6,1.67,0.0,23.16,0,2,50
11880,11880,22,12,12,59.36,0.31,2.91,14.03,0.0,-0.38,20.27,46.0,3,0.0,7,1,0,0,22,0,0,0,0,38540.55,12494.45,14.19,1.25,8.0,23.89,1,2,50
11881,11881,20,11,11,53.96,0.28,1.83,14.22,0.0,-0.1,18.65,45.0,0,41.0,7,0,0,0,20,0,0,0,0,40793.83,13224.81,14.66,0.98,10.5,26.89,2,2,50
11882,11882,22,11,11,59.36,0.29,1.68,13.45,0.0,-0.11,13.73,44.0,0,40.0,9,0,0,0,22,0,0,0,0,35168.44,11401.22,12.37,0.44,0.0,25.22,0,2,50
11883,11883,21,10,10,56.66,0.29,1.48,6.18,0.0,0.36,11.1,43.0,0,39.0,9,1,0,0,21,0,0,0,0,42934.4,13918.71,13.96,0.77,13.0,27.1,1,2,50
11884,11884,22,9,9,59.36,0.32,1.74,7.92,0.0,0.28,7.45,43.0,0,38.0,10,1,0,0,22,0,0,0,0,45898.24,14879.58,15.76,1.11,0.0,26.66,0,2,50
11885,11885,22,8,8,59.36,0.3,2.1,9.59,0.0,0.36,4.32,43.0,0,37.0,10,1,0,0,22,0,0,0,0,49819.57,16150.79,16.31,1.26,0.0,27.47,0,2,50
11886,11886,22,7,7,59.36,0.3,2.64,11.43,0.0,0.54,1.18,6.0,0,36.0,10,1,0,0,22,0,0,0,0,54537.77,17680.38,18.12,1.69,0.0,28.24,0,1,35
11887,11887,21,8,8,56.66,0.29,2.69,10.35,0.0,0.46,1.62,7.0,0,35.0,10,1,0,0,21,0,0,0,0,47468.62,15388.67,15.58,1.29,62.0,27.77,1,2,50
11888,11888,21,9,9,56.66,0.28,3.16,9.84,0.0,0.48,2.05,8.0,0,34.0,10,1,0,0,21,0,0,0,0,48748.28,15803.52,16.02,1.59,0.0,28.5,0,2,50
11889,11889,21,10,10,56.66,0.29,3.73,10.73,0.0,0.57,2.52,9.0,0,33.0,10,2,0,0,21,0,0,0,0,56007.6,18156.95,18.81,2.38,0.0,29.2,0,2,50
11890,11890,23,10,10,62.06,0.31,4.34,10.74,0.0,0.45,2.74,10.0,0,32.0,10,2,0,0,23,0,0,0,0,56150.07,18203.16,19.14,2.61,0.0,27.25,0,2,50
11891,11891,21,10,10,56.66,0.29,4.22,11.3,0.0,0.48,3.48,11.0,0,31.0,10,2,0,0,21,0,0,0,0,54835.38,17776.9,18.39,2.22,59.0,25.93,2,2,50
11892,11892,20,10,10,53.96,0.27,4.1,11.53,0.0,0.19,4.15,12.0,0,30.0,10,1,0,0,20,0,0,0,0,45298.28,14685.13,15.47,1.72,61.0,25.15,1,2,50
11893,11893,20,10,10,53.96,0.27,4.12,11.05,0.0,0.25,4.65,13.0,0,29.0,10,1,0,0,20,0,0,0,0,45680.39,14809.04,16.0,2.0,55.0,23.61,1,2,50
11894,11894,20,10,10,53.96,0.26,4.34,11.91,0.0,0.22,5.15,14.0,0,28.0,10,1,0,0,20,0,0,0,0,44703.73,14492.44,16.02,2.15,0.0,24.26,0,2,50
11895,11895,20,10,10,53.96,0.27,3.95,11.83,0.0,-0.05,5.65,15.0,0,27.0,10,1,0,0,20,0,0,0,0,31151.19,10098.94,11.63,1.39,58.0,19.96,2,2,50
11896,11896,20,10,10,53.96,0.27,4.06,13.08,0.0,0.11,6.15,16.0,0,26.0,10,1,0,0,20,0,0,0,0,39089.72,12672.43,14.07,1.38,0.0,20.62,0,2,50
11897,11897,20,10,10,53.96,0.27,4.11,12.56,0.0,0.14,6.65,17.0,0,25.0,10,1,0,0,20,0,0,0,0,40735.16,13205.92,14.86,2.07,56.0,18.98,1,2,50
11898,11898,21,10,10,56.66,0.3,4.36,13.09,0.0,0.22,6.81,18.0,0,24.0,10,2,0,0,21,0,0,0,0,43807.13,14201.79,15.71,2.08,0.0,18.69,0,2,50
11899,11899,20,10,10,53.96,0.27,4.17,12.24,0.0,0.19,7.65,19.0,0,23.0,10,1,0,0,20,0,0,0,0,42090.18,13645.19,15.05,2.28,59.5,15.28,2,2,50
11900,11900,19,10,10,51.27,0.26,3.98,13.0,0.0,0.23,8.58,20.0,0,22.0,10,2,0,0,19,0,0,0,0,40938.91,13271.92,14.56,1.8,54.0,14.43,1,2,50
11901,11901,21,10,10,56.66,0.29,4.66,12.39,0.0,0.26,8.24,21.0,0,21.0,10,2,0,0,21,0,0,0,0,46345.23,15024.6,16.31,2.47,0.0,13.64,0,2,50
11902,11902,19,10,10,51.27,0.26,4.03,12.45,0.0,0.14,9.63,22.0,0,20.0,10,1,0,0,19,0,0,0,0,33062.82,10718.62,11.75,1.16,37.5,12.71,2,2,50
11903,11903,20,10,10,53.96,0.28,4.64,12.11,0.0,0.21,9.65,23.0,0,19.0,10,2,0,0,20,0,0,0,0,43270.81,14027.9,15.3,2.06,0.0,12.71,0,2,50
11904,11904,20,10,10,53.96,0.28,4.48,12.17,0.0,0.15,10.15,24.0,0,18.0,10,1,0,0,20,0,0,0,0,40710.5,13197.91,14.54,2.09,14.0,12.97,1,2,50
11905,11905,21,10,10,56.66,0.27,4.86,12.2,0.0,0.0,10.14,25.0,0,17.0,10,1,0,0,21,0,0,0,0,38019.83,12325.65,13.82,2.13,0.0,12.95,0,2,50
11906,11906,19,10,10,51.27,0.27,4.2,12.43,0.0,0.03,11.74,26.0,0,16.0,10,1,0,0,19,0,0,0,0,30807.0,9987.33,11.22,1.39,12.0,14.6,2,2,50
11907,11907,20,10,10,53.96,0.26,4.15,12.23,0.0,-0.09,11.65,27.0,0,15.0,10,1,0,0,20,0,0,0,0,30906.52,10019.6,11.31,1.23,0.0,14.48,0,2,50
11908,11908,19,10,10,51.27,0.27,4.0,12.19,0.0,0.19,12.79,28.0,0,14.0,10,2,0,0,19,0,0,0,0,37365.56,12113.48,13.07,1.43,11.0,15.9,1,2,50
11909,11909,20,10,10,53.96,0.28,4.32,12.48,0.0,0.24,12.65,29.0,0,13.0,10,2,0,0,20,0,0,0,0,43553.51,14119.52,15.3,1.74,0.0,15.72,0,2,50
